Trained from ResNet152,Data: ODADS/Data/Data/Transformed/OCT/,batchSize = 16,LR = 0.001,epochNum = 100,timeElapsed = 523m  45.37s
67,0.8426851630210876,0.8253240585327148,0.7630425802369912,0.45627300376072527,0.001
68,0.837314784526825,0.8298379778862,1.0534674267056916,0.45433587730206826,0.001
69,0.8298147916793823,0.8249768614768982,0.5114947837508387,0.45339431210110587,0.001
70,0.8349074125289917,0.8268518447875977,0.8217271214558018,0.4564931452384701,0.001
71,0.8306481242179871,0.8285648226737976,0.5445582208478892,0.45251103875692933,0.001
72,0.8337963223457336,0.8250694274902344,0.8032054235813795,0.4561472477722499,0.001
73,0.8391666412353516,0.8275926113128662,0.45902161634906574,0.4539730412416436,0.001
74,0.8243518471717834,0.8280324339866638,0.7300618703277023,0.4520975715468672,0.001
75,0.8337963223457336,0.8248842358589172,1.194191239712829,0.45812143809610495,0.001
76,0.8426851630210876,0.8274074196815491,0.979066094453964,0.45875791685759193,0.001
77,0.8358333110809326,0.8265277743339539,0.9702742402158954,0.45425840771515613,0.001
78,0.8367592692375183,0.8269675970077515,0.6342999664666477,0.4537971890359013,0.001
79,0.8355555534362793,0.8272916674613953,0.5187081657498385,0.44864456133779,0.001
80,0.8390740752220154,0.8263888955116272,0.6599974209070205,0.4544467700366793,0.001
81,0.8364814519882202,0.8246990442276001,0.6689154589755668,0.45736863586913656,0.001
82,0.8410184979438782,0.8274074196815491,0.6128299208551093,0.45516345104754524,0.001
83,0.8374999761581421,0.826504647731781,0.5518966889684951,0.45443822003901,0.001
84,0.8423148393630981,0.8258101940155029,0.46068861368629666,0.45604782046198294,0.001
85,0.8326851725578308,0.8278009295463562,0.4726552343547896,0.4502337536050214,0.001
86,0.8378703594207764,0.8278703689575195,0.6750864683160628,0.4505434912946765,0.001
87,0.8371296525001526,0.8280324339866638,0.47610377664160397,0.4515960133065366,0.001
88,0.8355555534362793,0.8281481266021729,0.6957965194668483,0.4540796131219853,0.001
89,0.8424999713897705,0.8274999856948853,0.5913602702623164,0.45318053721484763,0.001
90,0.8359259366989136,0.8271527886390686,0.5102022319963133,0.45561235178537945,0.001
91,0.8362036943435669,0.8254629373550415,0.47289892745238765,0.4577293181985065,0.001
92,0.8314814567565918,0.8257870078086853,0.6050467163213977,0.4541734581366526,0.001
93,0.8354629874229431,0.8286805748939514,0.8641133486865847,0.44778610605574043,0.001
94,0.8338888883590698,0.8253703713417053,0.5342528345849779,0.4617998153602497,0.001
95,0.8370370268821716,0.8267360925674438,0.5101489796641249,0.4567321822126568,0.001
96,0.8369444608688354,0.8261573910713196,0.564123195891303,0.4571486192248348,0.001
97,0.8349074125289917,0.8285185098648071,0.5676913018083131,0.45074247821544605,0.001
98,0.8424999713897705,0.825300931930542,0.49913979508741585,0.45903733247546136,0.001
99,0.8362963199615479,0.8257407546043396,0.647558782418017,0.45078419368093214,0.001
100,0.8362036943435669,0.8259490728378296,0.5457071485342803,0.4553696446389788,0.001
